row_idx,timestamp,block_id,fold_id,split,purged,anomaly_label
67,2026-06-24 08:00:06.700,0,1,val,False,0
68,2026-06-24 08:00:06.800,0,1,val,False,0
69,2026-06-24 08:00:06.900,0,1,val,False,0
70,2026-06-24 08:00:07.000,0,1,val,False,0
71,2026-06-24 08:00:07.100,0,1,val,False,0
72,2026-06-24 08:00:07.200,0,1,val,False,0
73,2026-06-24 08:00:07.300,0,1,val,False,0
74,2026-06-24 08:00:07.400,0,1,val,False,0
75,2026-06-24 08:00:07.500,0,1,val,False,0
76,2026-06-24 08:00:07.600,0,1,val,False,0
77,2026-06-24 08:00:07.700,0,1,val,False,0
78,2026-06-24 08:00:07.800,0,1,val,False,0
79,2026-06-24 08:00:07.900,0,1,val,False,0
80,2026-06-24 08:00:08.000,0,1,val,False,0
81,2026-06-24 08:00:08.100,0,1,val,False,0
82,2026-06-24 08:00:08.200,0,1,val,False,0
83,2026-06-24 08:00:08.300,0,1,val,False,0
84,2026-06-24 08:00:08.400,0,1,val,False,0
85,2026-06-24 08:00:08.500,0,1,val,False,0
86,2026-06-24 08:00:08.600,0,1,val,False,0
87,2026-06-24 08:00:08.700,0,1,val,False,0
88,2026-06-24 08:00:08.800,0,1,val,False,0
89,2026-06-24 08:00:08.900,0,1,val,False,0
90,2026-06-24 08:00:09.000,0,1,val,False,0
91,2026-06-24 08:00:09.100,0,1,val,False,0
92,2026-06-24 08:00:09.200,0,1,val,False,0
93,2026-06-24 08:00:09.300,0,1,val,False,0
94,2026-06-24 08:00:09.400,0,1,val,False,0
95,2026-06-24 08:00:09.500,0,1,val,False,0
96,2026-06-24 08:00:09.600,0,1,val,False,0
97,2026-06-24 08:00:09.700,0,1,val,False,0
98,2026-06-24 08:00:09.800,0,1,val,False,0
99,2026-06-24 08:00:09.900,0,1,val,False,0
100,2026-06-24 08:00:10.000,0,1,val,False,0
101,2026-06-24 08:00:10.100,0,1,val,False,0
102,2026-06-24 08:00:10.200,0,1,val,False,0
103,2026-06-24 08:00:10.300,0,1,val,False,0
104,2026-06-24 08:00:10.400,0,1,val,False,0
105,2026-06-24 08:00:10.500,0,1,val,False,0
106,2026-06-24 08:00:10.600,0,1,val,False,0
107,2026-06-24 08:00:10.700,0,1,val,False,0
108,2026-06-24 08:00:10.800,0,1,val,False,0
109,2026-06-24 08:00:10.900,0,1,val,False,0
110,2026-06-24 08:00:11.000,0,1,val,False,0
111,2026-06-24 08:00:11.100,0,1,val,False,0
112,2026-06-24 08:00:11.200,0,1,val,False,0
113,2026-06-24 08:00:11.300,0,1,val,False,0
114,2026-06-24 08:00:11.400,0,1,val,False,0
115,2026-06-24 08:00:11.500,0,1,val,False,0
116,2026-06-24 08:00:11.600,0,1,val,False,0
117,2026-06-24 08:00:11.700,0,1,val,False,0
118,2026-06-24 08:00:11.800,0,1,val,False,0
119,2026-06-24 08:00:11.900,0,1,val,False,1
120,2026-06-24 08:00:12.000,0,1,val,False,1
121,2026-06-24 08:00:12.100,0,1,val,False,1
122,2026-06-24 08:00:12.200,0,1,val,False,1
123,2026-06-24 08:00:12.300,0,1,val,False,1
124,2026-06-24 08:00:12.400,0,1,val,False,1
125,2026-06-24 08:00:12.500,0,1,val,False,1
126,2026-06-24 08:00:12.600,0,1,val,False,1
127,2026-06-24 08:00:12.700,0,1,val,False,1
128,2026-06-24 08:00:12.800,0,1,val,False,1
129,2026-06-24 08:00:12.900,0,1,val,False,1
130,2026-06-24 08:00:13.000,0,1,val,False,1
131,2026-06-24 08:00:13.100,0,1,val,False,1
132,2026-06-24 08:00:13.200,0,1,val,False,1
133,2026-06-24 08:00:13.300,0,1,val,False,1
134,2026-06-24 08:00:13.400,0,1,val,False,1
135,2026-06-24 08:00:13.500,0,1,val,False,1
136,2026-06-24 08:00:13.600,0,1,val,False,1
137,2026-06-24 08:00:13.700,0,1,val,False,1
138,2026-06-24 08:00:13.800,0,1,val,False,1
139,2026-06-24 08:00:13.900,0,1,val,False,1
140,2026-06-24 08:00:14.000,0,1,val,False,1
141,2026-06-24 08:00:14.100,0,1,val,False,1
142,2026-06-24 08:00:14.200,0,1,val,False,1
143,2026-06-24 08:00:14.300,0,1,val,False,1
144,2026-06-24 08:00:14.400,0,1,val,False,1
145,2026-06-24 08:00:14.500,0,1,val,False,1
146,2026-06-24 08:00:14.600,0,1,val,False,0
147,2026-06-24 08:00:14.700,0,1,val,False,0
148,2026-06-24 08:00:14.800,0,1,val,False,0
149,2026-06-24 08:00:14.900,0,1,val,False,0
150,2026-06-24 08:00:15.000,0,1,val,False,0
151,2026-06-24 08:00:15.100,0,1,val,False,0
152,2026-06-24 08:00:15.200,0,1,val,False,0
153,2026-06-24 08:00:15.300,0,1,val,False,0
154,2026-06-24 08:00:15.400,0,1,val,False,0
155,2026-06-24 08:00:15.500,0,1,val,False,0
156,2026-06-24 08:00:15.600,0,1,val,False,0
157,2026-06-24 08:00:15.700,0,1,val,False,0
158,2026-06-24 08:00:15.800,0,1,val,False,0
159,2026-06-24 08:00:15.900,0,1,val,False,0
160,2026-06-24 08:00:16.000,0,1,val,False,0
161,2026-06-24 08:00:16.100,0,1,val,False,0
162,2026-06-24 08:00:16.200,0,1,val,False,0
163,2026-06-24 08:00:16.300,0,1,val,False,0
164,2026-06-24 08:00:16.400,0,1,val,False,0
165,2026-06-24 08:00:16.500,0,1,val,False,0
166,2026-06-24 08:00:16.600,0,1,val,False,0
167,2026-06-24 08:00:16.700,0,1,val,False,0
168,2026-06-24 08:00:16.800,0,1,val,False,0
169,2026-06-24 08:00:16.900,0,1,val,False,0
170,2026-06-24 08:00:17.000,0,1,val,False,0
171,2026-06-24 08:00:17.100,0,1,val,False,0
172,2026-06-24 08:00:17.200,0,1,val,False,0
173,2026-06-24 08:00:17.300,0,1,val,False,0
174,2026-06-24 08:00:17.400,0,1,val,False,0
175,2026-06-24 08:00:17.500,0,1,val,False,0
176,2026-06-24 08:00:17.600,0,1,val,False,0
177,2026-06-24 08:00:17.700,0,1,val,False,0
178,2026-06-24 08:00:17.800,0,1,val,False,0
179,2026-06-24 08:00:17.900,0,1,val,False,0
180,2026-06-24 08:00:18.000,0,1,val,False,0
181,2026-06-24 08:00:18.100,0,1,val,False,0
182,2026-06-24 08:00:18.200,0,1,val,False,0
183,2026-06-24 08:00:18.300,0,1,val,False,0
184,2026-06-24 08:00:18.400,0,1,val,False,0
185,2026-06-24 08:00:18.500,0,1,val,False,0
186,2026-06-24 08:00:18.600,0,1,val,False,0
187,2026-06-24 08:00:18.700,0,1,val,False,0
188,2026-06-24 08:00:18.800,0,1,val,False,0
189,2026-06-24 08:00:18.900,0,1,val,False,0
190,2026-06-24 08:00:19.000,0,1,val,False,0
191,2026-06-24 08:00:19.100,0,1,val,False,0
192,2026-06-24 08:00:19.200,0,1,val,False,0
193,2026-06-24 08:00:19.300,0,1,val,False,0
194,2026-06-24 08:00:19.400,0,1,val,False,0
195,2026-06-24 08:00:19.500,0,1,val,False,0
196,2026-06-24 08:00:19.600,0,1,val,False,0
197,2026-06-24 08:00:19.700,0,1,val,False,0
198,2026-06-24 08:00:19.800,0,1,val,False,0
199,2026-06-24 08:00:19.900,0,1,val,False,0
200,2026-06-24 08:00:20.000,0,1,val,False,0
201,2026-06-24 08:00:20.100,0,1,val,False,0
202,2026-06-24 08:00:20.200,0,1,val,False,0
203,2026-06-24 08:00:20.300,0,1,val,False,0
204,2026-06-24 08:00:20.400,0,1,val,False,0
205,2026-06-24 08:00:20.500,0,1,val,False,0
206,2026-06-24 08:00:20.600,0,1,val,False,0
207,2026-06-24 08:00:20.700,0,1,val,False,0
208,2026-06-24 08:00:20.800,0,1,val,False,0
209,2026-06-24 08:00:20.900,0,1,val,False,0
210,2026-06-24 08:00:21.000,0,1,val,False,0
211,2026-06-24 08:00:21.100,0,1,val,False,0
212,2026-06-24 08:00:21.200,0,1,val,False,0
213,2026-06-24 08:00:21.300,0,1,val,False,0
214,2026-06-24 08:00:21.400,0,1,val,False,0
215,2026-06-24 08:00:21.500,0,1,val,False,0
216,2026-06-24 08:00:21.600,0,1,val,False,0
217,2026-06-24 08:00:21.700,0,1,val,False,0
218,2026-06-24 08:00:21.800,0,1,val,False,0
219,2026-06-24 08:00:21.900,0,1,val,False,0
220,2026-06-24 08:00:22.000,0,1,val,False,0
221,2026-06-24 08:00:22.100,0,1,val,False,0
222,2026-06-24 08:00:22.200,0,1,val,False,0
223,2026-06-24 08:00:22.300,0,1,val,False,0
224,2026-06-24 08:00:22.400,0,1,val,False,0
225,2026-06-24 08:00:22.500,0,1,val,False,0
226,2026-06-24 08:00:22.600,0,1,val,False,0
227,2026-06-24 08:00:22.700,0,1,val,False,0
228,2026-06-24 08:00:22.800,0,1,val,False,0
229,2026-06-24 08:00:22.900,0,1,val,False,0
230,2026-06-24 08:00:23.000,0,1,val,False,0
231,2026-06-24 08:00:23.100,0,1,val,False,0
232,2026-06-24 08:00:23.200,0,1,val,False,0
233,2026-06-24 08:00:23.300,0,1,val,False,0
234,2026-06-24 08:00:23.400,0,1,val,False,0
235,2026-06-24 08:00:23.500,0,1,val,False,0
236,2026-06-24 08:00:23.600,0,1,val,False,0
237,2026-06-24 08:00:23.700,0,1,val,False,0
238,2026-06-24 08:00:23.800,0,1,val,False,0
239,2026-06-24 08:00:23.900,0,1,val,False,0
240,2026-06-24 08:00:24.000,0,1,val,False,0
241,2026-06-24 08:00:24.100,0,1,val,False,0
242,2026-06-24 08:00:24.200,0,1,val,False,0
243,2026-06-24 08:00:24.300,0,1,val,False,0
244,2026-06-24 08:00:24.400,0,1,val,False,0
245,2026-06-24 08:00:24.500,0,1,val,False,0
246,2026-06-24 08:00:24.600,0,1,val,False,0
247,2026-06-24 08:00:24.700,0,1,val,False,0
248,2026-06-24 08:00:24.800,0,1,val,False,0
249,2026-06-24 08:00:24.900,0,1,val,False,0
250,2026-06-24 08:00:25.000,0,1,val,False,0
251,2026-06-24 08:00:25.100,0,1,val,False,0
252,2026-06-24 08:00:25.200,0,1,val,False,0
253,2026-06-24 08:00:25.300,0,1,val,False,0
254,2026-06-24 08:00:25.400,0,1,val,False,0
255,2026-06-24 08:00:25.500,0,1,val,False,0
256,2026-06-24 08:00:25.600,0,1,val,False,0
257,2026-06-24 08:00:25.700,0,1,val,False,0
258,2026-06-24 08:00:25.800,0,1,val,False,0
259,2026-06-24 08:00:25.900,0,1,val,False,0
260,2026-06-24 08:00:26.000,0,1,val,False,0
261,2026-06-24 08:00:26.100,0,1,val,False,0
262,2026-06-24 08:00:26.200,0,1,val,False,0
263,2026-06-24 08:00:26.300,0,1,val,False,0
264,2026-06-24 08:00:26.400,0,1,val,False,0
265,2026-06-24 08:00:26.500,0,1,val,False,0
266,2026-06-24 08:00:26.600,0,1,val,False,0
267,2026-06-24 08:00:26.700,0,1,val,False,0
268,2026-06-24 08:00:26.800,0,1,val,False,0
269,2026-06-24 08:00:26.900,0,1,val,False,0
270,2026-06-24 08:00:27.000,0,1,val,False,0
271,2026-06-24 08:00:27.100,0,1,val,False,0
272,2026-06-24 08:00:27.200,0,1,val,False,0
273,2026-06-24 08:00:27.300,0,1,val,False,0
274,2026-06-24 08:00:27.400,0,1,val,False,0
275,2026-06-24 08:00:27.500,0,1,val,False,0
276,2026-06-24 08:00:27.600,0,1,val,False,0
277,2026-06-24 08:00:27.700,0,1,val,False,0
278,2026-06-24 08:00:27.800,0,1,val,False,0
279,2026-06-24 08:00:27.900,0,1,val,False,0
280,2026-06-24 08:00:28.000,0,1,val,False,0
281,2026-06-24 08:00:28.100,0,1,val,False,0
282,2026-06-24 08:00:28.200,0,1,val,False,0
283,2026-06-24 08:00:28.300,0,1,val,False,0
284,2026-06-24 08:00:28.400,0,1,val,False,0
285,2026-06-24 08:00:28.500,0,1,val,False,0
286,2026-06-24 08:00:28.600,0,1,val,False,0
287,2026-06-24 08:00:28.700,0,1,val,False,0
288,2026-06-24 08:00:28.800,0,1,val,False,0
289,2026-06-24 08:00:28.900,0,1,val,False,0
290,2026-06-24 08:00:29.000,0,1,val,False,0
291,2026-06-24 08:00:29.100,0,1,val,False,0
292,2026-06-24 08:00:29.200,0,1,val,False,0
293,2026-06-24 08:00:29.300,0,1,val,False,0
294,2026-06-24 08:00:29.400,0,1,val,False,0
295,2026-06-24 08:00:29.500,0,1,val,False,0
296,2026-06-24 08:00:29.600,0,1,val,False,0
297,2026-06-24 08:00:29.700,0,1,val,False,0
298,2026-06-24 08:00:29.800,0,1,val,False,0
299,2026-06-24 08:00:29.900,0,1,val,False,0
300,2026-06-24 08:00:30.000,0,1,val,False,0
301,2026-06-24 08:00:30.100,0,1,val,False,0
302,2026-06-24 08:00:30.200,0,1,val,False,0
303,2026-06-24 08:00:30.300,0,1,val,False,0
304,2026-06-24 08:00:30.400,0,1,val,False,0
305,2026-06-24 08:00:30.500,0,1,val,False,0
306,2026-06-24 08:00:30.600,0,1,val,False,0
307,2026-06-24 08:00:30.700,0,1,val,False,0
308,2026-06-24 08:00:30.800,0,1,val,False,0
309,2026-06-24 08:00:30.900,0,1,val,False,0
310,2026-06-24 08:00:31.000,0,1,val,False,0
311,2026-06-24 08:00:31.100,0,1,val,False,0
312,2026-06-24 08:00:31.200,0,1,val,False,0
313,2026-06-24 08:00:31.300,0,1,val,False,0
314,2026-06-24 08:00:31.400,0,1,val,False,0
315,2026-06-24 08:00:31.500,0,1,val,False,0
316,2026-06-24 08:00:31.600,0,1,val,False,0
317,2026-06-24 08:00:31.700,0,1,val,False,0
318,2026-06-24 08:00:31.800,0,1,val,False,0
319,2026-06-24 08:00:31.900,0,1,val,False,0
320,2026-06-24 08:00:32.000,0,1,val,False,0
321,2026-06-24 08:00:32.100,0,1,val,False,0
322,2026-06-24 08:00:32.200,0,1,val,False,0
323,2026-06-24 08:00:32.300,0,1,val,False,0
324,2026-06-24 08:00:32.400,0,1,val,False,0
325,2026-06-24 08:00:32.500,0,1,val,False,0
326,2026-06-24 08:00:32.600,0,1,val,False,0
327,2026-06-24 08:00:32.700,0,1,val,False,0
328,2026-06-24 08:00:32.800,0,1,val,False,0
329,2026-06-24 08:00:32.900,0,1,val,False,0
330,2026-06-24 08:00:33.000,0,1,val,False,0
331,2026-06-24 08:00:33.100,0,1,val,False,0
332,2026-06-24 08:00:33.200,0,1,val,False,0
333,2026-06-24 08:00:33.300,0,1,val,False,0
334,2026-06-24 08:00:33.400,0,1,val,False,0
335,2026-06-24 08:00:33.500,0,1,val,False,0
336,2026-06-24 08:00:33.600,0,1,val,False,0
337,2026-06-24 08:00:33.700,0,1,val,False,0
338,2026-06-24 08:00:33.800,0,1,val,False,0
339,2026-06-24 08:00:33.900,0,1,val,False,0
340,2026-06-24 08:00:34.000,0,1,val,False,0
341,2026-06-24 08:00:34.100,0,1,val,False,0
342,2026-06-24 08:00:34.200,0,1,val,False,0
343,2026-06-24 08:00:34.300,0,1,val,False,0
344,2026-06-24 08:00:34.400,0,1,val,False,0
345,2026-06-24 08:00:34.500,0,1,val,False,0
346,2026-06-24 08:00:34.600,0,1,val,False,0
347,2026-06-24 08:00:34.700,0,1,val,False,0
348,2026-06-24 08:00:34.800,0,1,val,False,0
349,2026-06-24 08:00:34.900,0,1,val,False,0
350,2026-06-24 08:00:35.000,0,1,val,False,0
351,2026-06-24 08:00:35.100,0,1,val,False,0
352,2026-06-24 08:00:35.200,0,1,val,False,0
353,2026-06-24 08:00:35.300,0,1,val,False,0
354,2026-06-24 08:00:35.400,0,1,val,False,0
355,2026-06-24 08:00:35.500,0,1,val,False,0
356,2026-06-24 08:00:35.600,0,1,val,False,0
357,2026-06-24 08:00:35.700,0,1,val,False,0
358,2026-06-24 08:00:35.800,0,1,val,False,0
359,2026-06-24 08:00:35.900,0,1,val,False,0
360,2026-06-24 08:00:36.000,0,1,val,False,0
361,2026-06-24 08:00:36.100,0,1,val,False,0
362,2026-06-24 08:00:36.200,0,1,val,False,0
363,2026-06-24 08:00:36.300,0,1,val,False,0
364,2026-06-24 08:00:36.400,0,1,val,False,0
365,2026-06-24 08:00:36.500,0,1,val,False,0
366,2026-06-24 08:00:36.600,0,1,val,False,0
367,2026-06-24 08:00:36.700,0,1,val,False,0
368,2026-06-24 08:00:36.800,0,1,val,False,0
369,2026-06-24 08:00:36.900,0,1,val,False,0
370,2026-06-24 08:00:37.000,0,1,val,False,0
371,2026-06-24 08:00:37.100,0,1,val,False,0
372,2026-06-24 08:00:37.200,0,1,val,False,0
373,2026-06-24 08:00:37.300,0,1,val,False,0
374,2026-06-24 08:00:37.400,0,1,val,False,0
375,2026-06-24 08:00:37.500,0,1,val,False,0
376,2026-06-24 08:00:37.600,0,1,val,False,0
377,2026-06-24 08:00:37.700,0,1,val,False,0
378,2026-06-24 08:00:37.800,0,1,val,False,0
379,2026-06-24 08:00:37.900,0,1,val,False,0
380,2026-06-24 08:00:38.000,0,1,val,False,0
381,2026-06-24 08:00:38.100,0,1,val,False,1
382,2026-06-24 08:00:38.200,0,1,val,False,1
383,2026-06-24 08:00:38.300,0,1,val,False,1
384,2026-06-24 08:00:38.400,0,1,val,False,1
385,2026-06-24 08:00:38.500,0,1,val,False,1
386,2026-06-24 08:00:38.600,0,1,val,False,1
387,2026-06-24 08:00:38.700,0,1,val,False,1
388,2026-06-24 08:00:38.800,0,1,val,False,1
389,2026-06-24 08:00:38.900,0,1,val,False,1
390,2026-06-24 08:00:39.000,0,1,val,False,1
391,2026-06-24 08:00:39.100,0,1,val,False,0
392,2026-06-24 08:00:39.200,0,1,val,False,0
393,2026-06-24 08:00:39.300,0,1,val,False,0
394,2026-06-24 08:00:39.400,0,1,val,False,0
395,2026-06-24 08:00:39.500,0,1,val,False,0
396,2026-06-24 08:00:39.600,0,1,val,False,0
397,2026-06-24 08:00:39.700,0,1,val,False,0
398,2026-06-24 08:00:39.800,0,1,val,False,0
399,2026-06-24 08:00:39.900,0,1,val,False,0
400,2026-06-24 08:00:40.000,0,1,val,False,0
401,2026-06-24 08:00:40.100,0,1,val,False,0
402,2026-06-24 08:00:40.200,0,1,val,False,0
403,2026-06-24 08:00:40.300,0,1,val,False,0
404,2026-06-24 08:00:40.400,0,1,val,False,0
405,2026-06-24 08:00:40.500,0,1,val,False,0
406,2026-06-24 08:00:40.600,0,1,val,False,0
407,2026-06-24 08:00:40.700,0,1,val,False,0
408,2026-06-24 08:00:40.800,0,1,val,False,0
409,2026-06-24 08:00:40.900,0,1,val,False,0
410,2026-06-24 08:00:41.000,0,1,val,False,1
411,2026-06-24 08:00:41.100,0,1,val,False,1
412,2026-06-24 08:00:41.200,0,1,val,False,1
413,2026-06-24 08:00:41.300,0,1,val,False,1
414,2026-06-24 08:00:41.400,0,1,val,False,1
415,2026-06-24 08:00:41.500,0,1,val,False,1
416,2026-06-24 08:00:41.600,0,1,val,False,1
417,2026-06-24 08:00:41.700,0,1,val,False,1
418,2026-06-24 08:00:41.800,0,1,val,False,1
419,2026-06-24 08:00:41.900,0,1,val,False,1
420,2026-06-24 08:00:42.000,0,1,val,False,1
421,2026-06-24 08:00:42.100,0,1,val,False,1
422,2026-06-24 08:00:42.200,0,1,val,False,1
423,2026-06-24 08:00:42.300,0,1,val,False,1
424,2026-06-24 08:00:42.400,0,1,val,False,1
425,2026-06-24 08:00:42.500,0,1,val,False,1
426,2026-06-24 08:00:42.600,0,1,val,False,1
427,2026-06-24 08:00:42.700,0,1,val,False,1
428,2026-06-24 08:00:42.800,0,1,val,False,1
429,2026-06-24 08:00:42.900,0,1,val,False,1
430,2026-06-24 08:00:43.000,0,1,val,False,1
431,2026-06-24 08:00:43.100,0,1,val,False,0
432,2026-06-24 08:00:43.200,0,1,val,False,0
433,2026-06-24 08:00:43.300,0,1,val,False,0
434,2026-06-24 08:00:43.400,0,1,val,False,0
435,2026-06-24 08:00:43.500,0,1,val,False,0
436,2026-06-24 08:00:43.600,0,1,val,False,0
437,2026-06-24 08:00:43.700,0,1,val,False,0
438,2026-06-24 08:00:43.800,0,1,val,False,0
439,2026-06-24 08:00:43.900,0,1,val,False,0
440,2026-06-24 08:00:44.000,0,1,val,False,0
441,2026-06-24 08:00:44.100,0,1,val,False,0
442,2026-06-24 08:00:44.200,0,1,val,False,0
443,2026-06-24 08:00:44.300,0,1,val,False,0
444,2026-06-24 08:00:44.400,0,1,val,False,0
445,2026-06-24 08:00:44.500,0,1,val,False,0
446,2026-06-24 08:00:44.600,0,1,val,False,0
447,2026-06-24 08:00:44.700,0,1,val,False,0
448,2026-06-24 08:00:44.800,0,1,val,False,0
449,2026-06-24 08:00:44.900,0,1,val,False,0
450,2026-06-24 08:00:45.000,0,1,val,False,0
451,2026-06-24 08:00:45.100,0,1,val,False,0
452,2026-06-24 08:00:45.200,0,1,val,False,0
453,2026-06-24 08:00:45.300,0,1,val,False,0
454,2026-06-24 08:00:45.400,0,1,val,False,0
455,2026-06-24 08:00:45.500,0,1,val,False,0
456,2026-06-24 08:00:45.600,0,1,val,False,0
457,2026-06-24 08:00:45.700,0,1,val,False,0
458,2026-06-24 08:00:45.800,0,1,val,False,0
459,2026-06-24 08:00:45.900,0,1,val,False,0
460,2026-06-24 08:00:46.000,0,1,val,False,0
461,2026-06-24 08:00:46.100,0,1,val,False,0
462,2026-06-24 08:00:46.200,0,1,val,False,0
463,2026-06-24 08:00:46.300,0,1,val,False,0
464,2026-06-24 08:00:46.400,0,1,val,False,0
465,2026-06-24 08:00:46.500,0,1,val,False,0
466,2026-06-24 08:00:46.600,0,1,val,False,0
467,2026-06-24 08:00:46.700,0,1,val,False,0
468,2026-06-24 08:00:46.800,0,1,val,False,0
469,2026-06-24 08:00:46.900,0,1,val,False,0
470,2026-06-24 08:00:47.000,0,1,val,False,0
471,2026-06-24 08:00:47.100,0,1,val,False,0
472,2026-06-24 08:00:47.200,0,1,val,False,0
473,2026-06-24 08:00:47.300,0,1,val,False,1
474,2026-06-24 08:00:47.400,0,1,val,False,1
475,2026-06-24 08:00:47.500,0,1,val,False,1
476,2026-06-24 08:00:47.600,0,1,val,False,1
477,2026-06-24 08:00:47.700,0,1,val,False,1
478,2026-06-24 08:00:47.800,0,1,val,False,1
479,2026-06-24 08:00:47.900,0,1,val,False,1
480,2026-06-24 08:00:48.000,0,1,val,False,1
481,2026-06-24 08:00:48.100,0,1,val,False,1
482,2026-06-24 08:00:48.200,0,1,val,False,1
483,2026-06-24 08:00:48.300,0,1,val,False,1
484,2026-06-24 08:00:48.400,0,1,val,False,1
485,2026-06-24 08:00:48.500,0,1,val,False,1
486,2026-06-24 08:00:48.600,0,1,val,False,1
487,2026-06-24 08:00:48.700,0,1,val,False,1
488,2026-06-24 08:00:48.800,0,1,val,False,1
489,2026-06-24 08:00:48.900,0,1,val,False,1
490,2026-06-24 08:00:49.000,0,1,val,False,1
491,2026-06-24 08:00:49.100,0,1,val,False,1
492,2026-06-24 08:00:49.200,0,1,val,False,1
493,2026-06-24 08:00:49.300,0,1,val,False,1
494,2026-06-24 08:00:49.400,0,1,val,False,1
495,2026-06-24 08:00:49.500,0,1,val,False,1
496,2026-06-24 08:00:49.600,0,1,val,False,1
497,2026-06-24 08:00:49.700,0,1,val,False,1
498,2026-06-24 08:00:49.800,0,1,val,False,1
499,2026-06-24 08:00:49.900,0,1,val,False,1
500,2026-06-24 08:00:50.000,0,1,val,False,1
501,2026-06-24 08:00:50.100,0,1,val,False,1
502,2026-06-24 08:00:50.200,0,1,val,False,1
503,2026-06-24 08:00:50.300,0,1,val,False,1
504,2026-06-24 08:00:50.400,0,1,val,False,1
505,2026-06-24 08:00:50.500,0,1,val,False,1
506,2026-06-24 08:00:50.600,0,1,val,False,1
507,2026-06-24 08:00:50.700,0,1,val,False,1
508,2026-06-24 08:00:50.800,0,1,val,False,1
509,2026-06-24 08:00:50.900,0,1,val,False,1
510,2026-06-24 08:00:51.000,0,1,val,False,1
511,2026-06-24 08:00:51.100,0,1,val,False,1
512,2026-06-24 08:00:51.200,0,1,val,False,0
513,2026-06-24 08:00:51.300,0,1,val,False,0
514,2026-06-24 08:00:51.400,0,1,val,False,0
515,2026-06-24 08:00:51.500,0,1,val,False,0
